decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
RESTRAIN,300.0,False,RESTRAIN,0.1923906399537847,0.0,0.6284607407471476,173.88710442477011
RESTRAIN,300.0,False,RESTRAIN,0.2300443618947281,0.0,0.2859073076190476,332.28582482791455
RESTRAIN,300.0,False,RESTRAIN,0.21193925368730104,0.0,0.1217031887952275,221.72535653543923
RESTRAIN,300.0,False,RESTRAIN,0.18726829813824453,0.0,0.8592035011635801,175.10390728017236
RESTRAIN,300.0,True,RESTRAIN,0.291607130855125,0.0,0.6926602067206553,277.9289407697279
RESTRAIN,300.0,False,RESTRAIN,0.1623539037348859,0.0,0.5870949328295797,141.48026731148107
RESTRAIN,300.0,False,RESTRAIN,0.18515778743330413,0.0,0.6506996793092358,168.2084213004415
RESTRAIN,300.0,False,RESTRAIN,0.16139476781460294,0.0,0.382943088179073,70.25749970669366
RESTRAIN,300.0,False,RESTRAIN,0.18290864954421393,0.0,0.26849798915892015,44.71349432686012
RESTRAIN,300.0,False,RESTRAIN,0.20000514238680545,0.0,0.44998799522113164,9.188180701687813
RESTRAIN,300.0,True,RESTRAIN,0.29370501980796526,0.0,0.7427322151045551,263.3432053879559
RESTRAIN,300.0,False,RESTRAIN,0.17668182327790227,0.0,0.8674134186867476,168.54844110441084
RESTRAIN,300.0,False,RESTRAIN,0.2370996196708698,0.0,0.5447531738336605,338.1671698549122
RESTRAIN,300.0,False,RESTRAIN,0.16845393929487795,0.0,0.3387236678106326,63.653777888747996
RESTRAIN,300.0,False,RESTRAIN,0.12734016146088967,0.0,0.6463853922918302,87.83403468624347
