dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,Rx_err_pct,J_final,n_iters,cpu_ms
self_consistent,322,0.5,100.0,20.0,40.0,5.956455087148282,2.208544472110617,1.3309218971559974e-17,7,67.05727381631732
self_consistent,323,0.5,100.0,20.0,inf,2.577322381908509,0.0,8.993408045337077e-09,3,58.958219829946756
self_consistent,324,0.5,100.0,30.0,20.0,1.0145939015276384,0.8038656859893081,4.7201822145086203e-17,7,64.10869304090738
self_consistent,325,0.5,100.0,30.0,30.0,0.4403035612153383,0.0,1.878378230020415e-09,6,61.35103292763233
self_consistent,326,0.5,100.0,30.0,40.0,0.37687423392266384,0.18937445807677022,4.2965476789406385e-17,6,64.97311592102051
self_consistent,327,0.5,100.0,30.0,inf,0.042283027798095674,0.0,2.257216223668959e-11,3,56.37421598657966
self_consistent,328,0.5,100.0,40.0,20.0,8.97005202143587,0.31822077948098126,2.4595922826267677e-17,6,64.5028508733958
self_consistent,329,0.5,100.0,40.0,30.0,1.398693573488563,0.0,7.571247254332147e-13,7,57.281918823719025
self_consistent,330,0.5,100.0,40.0,40.0,0.6858814377475042,0.0,1.6233611134772902e-12,3,54.60080807097256
self_consistent,331,0.5,100.0,40.0,inf,0.44848625238727013,0.0,4.7158303500489e-12,3,64.96046879328787
self_consistent,332,0.5,100.0,inf,20.0,3.858412620330842,0.0,7.259705135746733e-11,3,55.282206973060966
self_consistent,333,0.5,100.0,inf,30.0,1.3203090670160122,0.01763503574859726,5.54609439076606e-17,6,60.04718202166259
self_consistent,334,0.5,100.0,inf,40.0,0.3461222333252967,0.0,1.7862119139378866e-10,3,56.20540399104357
self_consistent,335,0.5,100.0,inf,inf,0.00014433816210024375,9.456198203849908e-05,7.40245906630211e-17,4,62.244347063824534
self_consistent,336,0.5,500.0,20.0,20.0,21.25085381766223,1.3153748141098958,1.20108503396824e-19,6,54.55497303046286
self_consistent,337,0.5,500.0,20.0,30.0,23.09130511334734,0.19900553929960552,4.267617430075622e-19,5,63.04048001766205
self_consistent,338,0.5,500.0,20.0,40.0,18.218271130867215,0.7796464555392276,3.8042141863615594e-20,6,56.44276295788586
self_consistent,339,0.5,500.0,20.0,inf,30.395734711115985,0.4332837602613836,2.1268613784116167e-20,6,61.9290629401803
self_consistent,340,0.5,500.0,30.0,20.0,18.66259478357658,0.5739874126597215,2.0202368388063118e-20,6,59.45855216123164
self_consistent,341,0.5,500.0,30.0,30.0,31.8861099732789,0.6535532082817894,5.087827318973413e-20,6,57.09538608789444
self_consistent,342,0.5,500.0,30.0,40.0,11.978613574435194,0.20822575257806192,4.225917314770062e-19,5,65.59884897433221
self_consistent,343,0.5,500.0,30.0,inf,3.985398265556528,0.2232548837073523,2.4642082520878737e-19,5,57.64516582712531
self_consistent,344,0.5,500.0,40.0,20.0,6.911867516975545,0.6363953121597546,3.388509532769304e-20,6,73.38870596140623
self_consistent,345,0.5,500.0,40.0,30.0,2.3952058983082614,0.5095453123113088,2.199613151862039e-20,6,57.78407701291144
self_consistent,346,0.5,500.0,40.0,40.0,2.5511628903108874,0.03311312418071566,2.076833716424854e-20,5,57.30335717089474
self_consistent,347,0.5,500.0,40.0,inf,1.6661757545668232,0.014848300905532597,6.0167187803297e-20,5,55.06235803477466
self_consistent,348,0.5,500.0,inf,20.0,29.256816884393654,0.6957108196686249,2.473547404234824e-20,6,61.65884993970394
self_consistent,349,0.5,500.0,inf,30.0,6.763636586327138,0.7064895704239916,3.695225789698153e-20,6,53.4662448335439
self_consistent,350,0.5,500.0,inf,40.0,1.274792618818188,0.01160459955707438,2.6563716931475908e-20,5,54.94310590438545
self_consistent,351,0.5,500.0,inf,inf,0.0003749769202032738,3.763214431273809e-06,5.796931243781008e-20,5,56.96204514242709
self_consistent,352,0.5,1000.0,20.0,20.0,47.14403294539438,0.5648847532633112,9.37116796706124e-19,11,55.204353062435985
self_consistent,353,0.5,1000.0,20.0,30.0,89.99999999999999,0.2146557262796705,4.102848573163215e-11,3,56.33926019072533
self_consistent,354,0.5,1000.0,20.0,40.0,15.26719522601171,0.004986519367105302,8.455565685785975e-19,7,61.487993923947215
self_consistent,355,0.5,1000.0,20.0,inf,54.406615254345006,0.6255730385519428,2.548166433578e-19,12,71.18103606626391
self_consistent,356,0.5,1000.0,30.0,20.0,8.059145472874341,1.034424841109012,8.735571109028952e-19,11,64.15214203298092
self_consistent,357,0.5,1000.0,30.0,30.0,13.975949827817402,0.13878250053599003,2.6098531166291973e-19,9,70.05483307875693
self_consistent,358,0.5,1000.0,30.0,40.0,8.647802958801076,0.34191152279290693,2.9012163409971357e-19,10,61.998303048312664
self_consistent,359,0.5,1000.0,30.0,inf,2.7673056289760134,0.08865587963883854,1.6293295737178045e-19,9,57.856454979628325
self_consistent,360,0.5,1000.0,40.0,20.0,40.54130574955765,0.4123270151883617,6.571235118521379e-19,9,64.22464991919696
self_consistent,361,0.5,1000.0,40.0,30.0,12.880907902451156,0.15313549412207977,8.601309463602277e-19,9,65.64528099261224
self_consistent,362,0.5,1000.0,40.0,40.0,5.30424203865365,0.03866186368101125,2.772344167695977e-19,8,65.21408096887171
self_consistent,363,0.5,1000.0,40.0,inf,5.133956275015061,0.004191372364743984,1.8037422198633926e-19,7,59.54659287817776
self_consistent,364,0.5,1000.0,inf,20.0,64.49373589060163,0.4602113887356495,2.4849925365862353e-19,9,54.31742290966213
self_consistent,365,0.5,1000.0,inf,30.0,18.713764282648548,0.37350435342908667,2.305036655408816e-19,10,60.068641789257526
self_consistent,366,0.5,1000.0,inf,40.0,0.7333871653331325,0.004733657234021393,2.573604524480976e-19,8,63.520258059725165
self_consistent,367,0.5,1000.0,inf,inf,0.003163580973042368,8.263711833933485e-07,3.377088551853867e-19,7,61.19807390496135
self_consistent,368,0.5,2000.0,20.0,20.0,36.40801735249038,0.5311771990132683,4.241630881946902e-19,17,60.60471199452877
self_consistent,369,0.5,2000.0,20.0,30.0,64.90148306121215,1.361009915539637,7.233337646721034e-19,45,65.00283791683614
self_consistent,370,0.5,2000.0,20.0,40.0,2.856089972061948,1.1609196277601541,5.484853183982494e-19,29,62.01760098338127
self_consistent,371,0.5,2000.0,20.0,inf,89.99999999999999,1.7531136604605648,2.1702717816825437e-11,7,55.88149907998741
self_consistent,372,0.5,2000.0,30.0,20.0,89.99999999999999,0.7060404311051002,3.020782647712194e-13,11,61.659126076847315
self_consistent,373,0.5,2000.0,30.0,30.0,43.033795251419406,0.5930290992391747,4.970772914193791e-19,16,73.60847108066082
self_consistent,374,0.5,2000.0,30.0,40.0,21.562246207462433,0.23912648486942772,6.36737474247304e-19,27,63.36524221114814
self_consistent,375,0.5,2000.0,30.0,inf,1.2478518869675215,0.4130141661411244,8.753830704908425e-19,22,59.63745713233948
self_consistent,376,0.5,2000.0,40.0,20.0,89.99999999999999,1.7790989754800308,2.0159682294033335e-11,7,59.13704913109541
self_consistent,377,0.5,2000.0,40.0,30.0,21.863066434491095,0.5160597858196411,8.311636122025272e-19,28,62.02980293892324
self_consistent,378,0.5,2000.0,40.0,40.0,0.1802956474550088,0.0622590360671893,6.26346255450948e-19,18,59.58039592951536
self_consistent,379,0.5,2000.0,40.0,inf,0.33360866597917926,0.004127942199613699,5.647192359999368e-19,14,58.01397585310042
self_consistent,380,0.5,2000.0,inf,20.0,40.40946950817468,1.346635237585815,6.028539004073652e-19,19,73.41758604161441
self_consistent,381,0.5,2000.0,inf,30.0,27.206761286098203,0.6918155310683005,6.190939534906326e-19,31,79.06229188665748
self_consistent,382,0.5,2000.0,inf,40.0,0.810325326296657,0.1539026171737305,6.609336644901777e-19,20,60.46174094080925
self_consistent,383,0.5,2000.0,inf,inf,0.011089112054585293,3.621628923156095e-06,5.261961152876756e-19,17,59.742479119449854
self_consistent,384,0.5,5000.0,20.0,20.0,44.07467078417735,0.0,2.6330631495453318e-11,3,55.097997887060046
self_consistent,385,0.5,5000.0,20.0,30.0,90.0,0.5757043412917665,1.1506254629386138e-11,115,397.157927043736
self_consistent,386,0.5,5000.0,20.0,40.0,25.158115619731312,0.0821071614696848,1.4149780515599412e-12,66,81.947588827461
self_consistent,387,0.5,5000.0,20.0,inf,26.238169623968123,1.423393085517837,2.5887642432004785e-13,139,101.19954100809991
self_consistent,388,0.5,5000.0,30.0,20.0,36.13165282414964,0.37967124029228216,4.984891522451404e-19,23,65.48322713933885
self_consistent,389,0.5,5000.0,30.0,30.0,71.27742767014928,0.06637720710104986,1.4666491133630433e-19,7,60.565306106582284
self_consistent,390,0.5,5000.0,30.0,40.0,25.348423309589265,0.3233957920785178,3.120438122585936e-13,137,93.30105083063245
self_consistent,391,0.5,5000.0,30.0,inf,44.503297896412896,0.0,1.1229265723509821e-15,3,61.27490405924618
self_consistent,392,0.5,5000.0,40.0,20.0,53.98995772703081,0.0,9.950921289347137e-12,4,58.01532510668039
self_consistent,393,0.5,5000.0,40.0,30.0,38.00267100676796,0.0,9.563569405404297e-15,4,60.358349001035094
self_consistent,394,0.5,5000.0,40.0,40.0,46.56449762796906,0.2919137146692992,7.758409396676294e-19,14,66.23444706201553
self_consistent,395,0.5,5000.0,40.0,inf,12.1666751555215,0.0,8.249247585195062e-14,5,60.75026094913483
self_consistent,396,0.5,5000.0,inf,20.0,90.0,3.284305810738551,3.5281193751959664e-12,23,64.95303614065051
self_consistent,397,0.5,5000.0,inf,30.0,9.042025305837754,0.08879748066035972,9.815356697023533e-19,294,128.1512980349362
self_consistent,398,0.5,5000.0,inf,40.0,5.303688824527275,0.07220933782933571,8.717954453721719e-19,65,81.30313619039953
self_consistent,399,0.5,5000.0,inf,inf,0.0005647915944706483,0.0,1.5628112841998328e-22,2,73.54531693272293
self_consistent,400,0.6,100.0,20.0,20.0,10.397397205641072,0.0,3.2598064615919054e-08,5,58.20293817669153
self_consistent,401,0.6,100.0,20.0,30.0,2.279037910032737,0.1790360249290046,2.775013587015233e-18,6,55.2255439106375
self_consistent,402,0.6,100.0,20.0,40.0,6.498670582201197,0.08516389859687479,3.0055138737077314e-17,7,58.55471407994628
self_consistent,403,0.6,100.0,20.0,inf,2.8312955424050954,0.35421384018282254,2.707202135478433e-17,7,60.14118297025561
self_consistent,404,0.6,100.0,30.0,20.0,2.56541619232555,0.5461827521948237,3.177908672178053e-17,7,64.48761303909123
self_consistent,405,0.6,100.0,30.0,30.0,2.7527412665488047,0.11404458463681522,1.582300175637045e-17,6,59.36374515295029
self_consistent,406,0.6,100.0,30.0,40.0,0.11307040486239577,0.0007783835906423064,4.202894480820249e-17,5,59.69237699173391
self_consistent,407,0.6,100.0,30.0,inf,0.45656954320975424,0.3857269932070153,4.8384544303220355e-17,9,60.353747103363276
self_consistent,408,0.6,100.0,40.0,20.0,3.0261268822720697,0.0,3.570086725601236e-09,5,59.016026090830564
self_consistent,409,0.6,100.0,40.0,30.0,1.1227409160471196,0.5112146331006926,3.191077093074463e-17,7,62.13255017064512
self_consistent,410,0.6,100.0,40.0,40.0,0.12468414545820558,0.0,2.6081637701978714e-11,4,56.07234011404216
self_consistent,411,0.6,100.0,40.0,inf,0.5698864436332423,0.0,9.372210030686407e-14,4,53.98452281951904
self_consistent,412,0.6,100.0,inf,20.0,0.707152470276029,0.0,1.111385279840691e-08,3,59.59321488626301
self_consistent,413,0.6,100.0,inf,30.0,1.5780373955035696,0.3101994801899792,1.8677606272048338e-17,6,62.90380610153079
self_consistent,414,0.6,100.0,inf,40.0,0.33445141307519854,0.0,2.7562715619551858e-11,3,54.881182964891195
self_consistent,415,0.6,100.0,inf,inf,0.00012068157650979572,9.311849801463268e-05,6.894602927447156e-17,4,61.20630702935159
self_consistent,416,0.6,500.0,20.0,20.0,6.6696015585259545,1.0594118810414899,1.179976853157087e-19,6,57.33055109158158
self_consistent,417,0.6,500.0,20.0,30.0,12.453921109602918,1.1246575104459224,1.745040849787634e-19,6,64.59480081684887
self_consistent,418,0.6,500.0,20.0,40.0,8.090043056621422,0.7168542561772029,5.344720489371825e-20,6,71.43910694867373
self_consistent,419,0.6,500.0,20.0,inf,11.431935348719929,1.1164100014700353,8.970070241115873e-20,6,56.84853019192815
self_consistent,420,0.6,500.0,30.0,20.0,15.855371562152811,0.8430641006304995,7.757777218116896e-20,6,58.0714859534055
self_consistent,421,0.6,500.0,30.0,30.0,7.314262488135567,0.026605382242814814,3.6196853773028615e-20,5,61.09234318137169
self_consistent,422,0.6,500.0,30.0,40.0,1.3840004180958507,0.01917003122019878,6.909098657457044e-20,5,58.04000003263354
self_consistent,423,0.6,500.0,30.0,inf,4.0031796592682,0.39343003961243994,1.5582015713273635e-20,6,57.12223402224481
self_consistent,424,0.6,500.0,40.0,20.0,27.170644487613234,0.8481225197548383,1.0689342056957845e-19,6,63.275736989453435
self_consistent,425,0.6,500.0,40.0,30.0,3.605002074976364,0.10897246572399126,1.5164748065454795e-19,5,59.40617201849818
self_consistent,426,0.6,500.0,40.0,40.0,1.785770578897968,0.009639030388609627,2.3042041033499972e-20,5,57.879599975422025
self_consistent,427,0.6,500.0,40.0,inf,0.5572201804743826,0.00537396370660872,2.5190406664546434e-20,5,61.212904984131455
self_consistent,428,0.6,500.0,inf,20.0,19.241775721794898,0.6702157496446375,5.4021029546214085e-20,6,60.79799891449511
self_consistent,429,0.6,500.0,inf,30.0,2.3565313786328055,0.22302549477809636,3.367711584132195e-19,5,60.5481811799109
self_consistent,430,0.6,500.0,inf,40.0,1.829649180466612,0.058184505306928716,1.2482252760010392e-20,5,69.46438690647483
self_consistent,431,0.6,500.0,inf,inf,0.0003452635969902751,3.7804220369253015e-06,6.866035950490523e-20,5,55.40464096702635
self_consistent,432,0.6,1000.0,20.0,20.0,58.333333333333336,0.2844791219752551,2.3958265429913716e-15,5,57.253116043284535
self_consistent,433,0.6,1000.0,20.0,30.0,37.34224187556801,0.5296462016187548,2.0452734824396685e-19,12,60.72393897920847
self_consistent,434,0.6,1000.0,20.0,40.0,3.2017663436350228,0.18937490310948987,3.1769245238586444e-19,10,64.08194010145962
self_consistent,435,0.6,1000.0,20.0,inf,8.095675323212443,0.6068387583857657,3.32365580753386e-19,11,59.6213152166456
self_consistent,436,0.6,1000.0,30.0,20.0,75.27902149221052,0.5883989771346251,2.8728381594434776e-19,9,58.27293009497225
self_consistent,437,0.6,1000.0,30.0,30.0,11.21233381249596,0.6269154230221489,3.052134144873449e-19,11,63.711307011544704
self_consistent,438,0.6,1000.0,30.0,40.0,9.926334649927798,0.09699670923770327,5.907387137959955e-19,9,57.68865207210183
self_consistent,439,0.6,1000.0,30.0,inf,2.7542760863629723,0.23612170270812385,4.862071390395372e-19,10,56.594782043248415
self_consistent,440,0.6,1000.0,40.0,20.0,55.853295154546686,1.0847464308656867,4.482397848888438e-19,10,57.49050690792501
self_consistent,441,0.6,1000.0,40.0,30.0,3.6460950433358326,0.028023003438272555,2.1672586657400108e-19,8,55.385133950039744
self_consistent,442,0.6,1000.0,40.0,40.0,3.1302491176352274,0.15174115237340402,1.9778151997542312e-19,10,65.17469813115895
self_consistent,443,0.6,1000.0,40.0,inf,0.8575478553438839,0.04615171835895353,2.2834883641079907e-19,9,54.12171012721956
self_consistent,444,0.6,1000.0,inf,20.0,25.867421803273096,1.0778160185514138,7.316631006942275e-19,12,59.07632294110954
self_consistent,445,0.6,1000.0,inf,30.0,3.5613793041710715,0.3924448400147071,1.751548529039619e-19,11,68.1147282011807
self_consistent,446,0.6,1000.0,inf,40.0,2.7573490696884417,0.19273109510730818,2.616638769056179e-19,10,60.978950932621956
self_consistent,447,0.6,1000.0,inf,inf,0.0033913885152392353,8.406447250308702e-07,5.322709717472944e-19,7,60.542333172634244
self_consistent,448,0.6,2000.0,20.0,20.0,58.333333333333336,1.917441706476518,4.807151512374507e-12,9,63.28638200648129
self_consistent,449,0.6,2000.0,20.0,30.0,49.28700006906495,0.4424245931903215,4.534372039524107e-19,16,67.57556996308267
