dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2,Rx_err_p2
ref50,55,0.100,2000.0,30.0,inf,119.118788,282.535717,0.966626
ref50,56,0.100,2000.0,40.0,20.0,12.785690,130.695245,1.008615
ref50,57,0.100,2000.0,40.0,30.0,154.184992,272.441918,1.012063
ref50,58,0.100,2000.0,40.0,40.0,142.601228,242.274348,1.029725
ref50,59,0.100,2000.0,40.0,inf,218.309053,314.325068,1.023870
ref50,60,0.100,2000.0,inf,20.0,572.655868,508.369744,1.116925
ref50,61,0.100,2000.0,inf,30.0,157.300202,212.574512,1.065888
ref50,62,0.100,2000.0,inf,40.0,157.246810,282.599089,1.004387
ref50,63,0.100,2000.0,inf,inf,135.231469,242.497188,1.021903
ref50,64,0.100,5000.0,20.0,20.0,528.244592,99.900000,5.061359
ref50,65,0.100,5000.0,20.0,30.0,533.694312,99.900000,5.293102
ref50,66,0.100,5000.0,20.0,40.0,140.191360,99.900000,4.466356
ref50,67,0.100,5000.0,20.0,inf,100.741710,99.900000,4.697365
ref50,68,0.100,5000.0,30.0,20.0,50.000000,99.900000,4.936817
ref50,69,0.100,5000.0,30.0,30.0,218.305057,99.900000,4.614171
ref50,70,0.100,5000.0,30.0,40.0,177.211544,99.900000,4.695112
ref50,71,0.100,5000.0,30.0,inf,45.468282,99.900000,4.630590
ref50,72,0.100,5000.0,40.0,20.0,47.890560,99.900000,4.503382
ref50,73,0.100,5000.0,40.0,30.0,213.261559,99.900000,4.712737
ref50,74,0.100,5000.0,40.0,40.0,197.218928,99.900000,4.724703
ref50,75,0.100,5000.0,40.0,inf,221.077434,99.900000,4.764980
ref50,76,0.100,5000.0,inf,20.0,421.457792,99.900000,5.161103
ref50,77,0.100,5000.0,inf,30.0,151.310582,99.900000,4.661457
ref50,78,0.100,5000.0,inf,40.0,194.252560,99.900000,4.765757
ref50,79,0.100,5000.0,inf,inf,182.074252,99.900000,4.748003
ref50,80,0.200,100.0,20.0,20.0,25.385375,3.044565,7.735556
ref50,81,0.200,100.0,20.0,30.0,4.105146,22.314373,7.372229
ref50,82,0.200,100.0,20.0,40.0,5.711940,32.005481,7.487399
ref50,83,0.200,100.0,20.0,inf,8.161632,17.198029,7.425860
ref50,84,0.200,100.0,30.0,20.0,7.092607,37.090570,7.332748
ref50,85,0.200,100.0,30.0,30.0,3.557222,21.938131,7.500659
ref50,86,0.200,100.0,30.0,40.0,2.126199,22.099833,7.561414
ref50,87,0.200,100.0,30.0,inf,6.683345,17.105547,7.562988
ref50,88,0.200,100.0,40.0,20.0,25.486572,52.498235,7.416097
ref50,89,0.200,100.0,40.0,30.0,0.058955,27.083260,7.415033
ref50,90,0.200,100.0,40.0,40.0,1.119898,26.928164,7.507981
ref50,91,0.200,100.0,40.0,inf,0.486802,26.832643,7.507610
ref50,92,0.200,100.0,inf,20.0,1.166484,22.124837,7.742045
ref50,93,0.200,100.0,inf,30.0,1.363515,27.177385,7.448837
ref50,94,0.200,100.0,inf,40.0,0.534701,26.833096,7.511799
ref50,95,0.200,100.0,inf,inf,0.082925,26.790178,7.502238
ref50,96,0.200,500.0,20.0,20.0,60.013287,64.874438,1.219762
ref50,97,0.200,500.0,20.0,30.0,29.741284,44.440877,0.854720
ref50,98,0.200,500.0,20.0,40.0,18.732213,29.921168,0.805047
ref50,99,0.200,500.0,20.0,inf,4.088874,13.997094,0.941732
ref50,100,0.200,500.0,30.0,20.0,63.540337,61.579234,1.082557
ref50,101,0.200,500.0,30.0,30.0,16.493119,10.830034,0.931753
ref50,102,0.200,500.0,30.0,40.0,0.642282,4.443975,1.031984
ref50,103,0.200,500.0,30.0,inf,48.238325,46.185255,0.960308
ref50,104,0.200,500.0,40.0,20.0,25.044534,21.278620,1.197838
ref50,105,0.200,500.0,40.0,30.0,17.826658,24.854344,0.969876
ref50,106,0.200,500.0,40.0,40.0,15.113980,10.585142,0.937124
ref50,107,0.200,500.0,40.0,inf,3.751337,4.119561,0.945153
ref50,108,0.200,500.0,inf,20.0,22.571957,16.329195,1.014000
ref50,109,0.200,500.0,inf,30.0,12.593974,5.930380,0.944602
ref50,110,0.200,500.0,inf,40.0,4.673740,3.848612,0.978273
ref50,111,0.200,500.0,inf,inf,4.841549,3.881813,0.956697
ref50,112,0.200,1000.0,20.0,20.0,106.938818,99.950000,11.150213
ref50,113,0.200,1000.0,20.0,30.0,12.583220,99.950000,11.001422
ref50,114,0.200,1000.0,20.0,40.0,281.421315,246.109172,12.304396
ref50,115,0.200,1000.0,20.0,inf,50.645817,182.422180,12.390473
ref50,116,0.200,1000.0,30.0,20.0,57.204062,99.950000,11.243488
ref50,117,0.200,1000.0,30.0,30.0,98.220717,99.950000,11.116588
ref50,118,0.200,1000.0,30.0,40.0,66.389482,99.950000,11.099464
ref50,119,0.200,1000.0,30.0,inf,29.763910,99.950000,11.031941
ref50,120,0.200,1000.0,40.0,20.0,37.139841,99.950000,11.155028
ref50,121,0.200,1000.0,40.0,30.0,61.981128,99.950000,11.039874
ref50,122,0.200,1000.0,40.0,40.0,10.796790,99.950000,11.091926
ref50,123,0.200,1000.0,40.0,inf,22.199710,99.950000,11.087682
ref50,124,0.200,1000.0,inf,20.0,58.049279,99.950000,11.023758
ref50,125,0.200,1000.0,inf,30.0,39.174285,99.950000,11.025982
ref50,126,0.200,1000.0,inf,40.0,19.768720,99.950000,11.059526
ref50,127,0.200,1000.0,inf,inf,18.128618,182.479237,12.114449
ref50,128,0.200,2000.0,20.0,20.0,350.134291,284.556286,1.077318
ref50,129,0.200,2000.0,20.0,30.0,375.000000,399.950000,1.450756
ref50,130,0.200,2000.0,20.0,40.0,161.181092,148.418311,1.113199
ref50,131,0.200,2000.0,20.0,inf,375.000000,309.590229,0.944038
ref50,132,0.200,2000.0,30.0,20.0,90.522207,97.427896,1.094598
ref50,133,0.200,2000.0,30.0,30.0,10.596700,26.063592,1.081242
ref50,134,0.200,2000.0,30.0,40.0,77.834122,122.304069,1.026430
ref50,135,0.200,2000.0,30.0,inf,77.477432,131.625844,1.010316
ref50,136,0.200,2000.0,40.0,20.0,50.640634,130.319499,0.708260
ref50,137,0.200,2000.0,40.0,30.0,75.000000,0.961136,0.949222
ref50,138,0.200,2000.0,40.0,40.0,62.599914,121.978618,1.000022
ref50,139,0.200,2000.0,40.0,inf,47.435626,106.153448,1.011583
ref50,140,0.200,2000.0,inf,20.0,75.000000,99.950000,1.008953
ref50,141,0.200,2000.0,inf,30.0,79.419075,131.552891,1.015000
ref50,142,0.200,2000.0,inf,40.0,60.237084,111.803613,1.019210
ref50,143,0.200,2000.0,inf,inf,56.645570,112.088852,1.009350
ref50,144,0.200,5000.0,20.0,20.0,75.000000,99.950000,4.765624
ref50,145,0.200,5000.0,20.0,30.0,215.775007,99.950000,5.201208
ref50,146,0.200,5000.0,20.0,40.0,214.287448,99.950000,5.080705
ref50,147,0.200,5000.0,20.0,inf,74.175275,99.950000,4.823724
ref50,148,0.200,5000.0,30.0,20.0,375.000000,99.950000,5.075145
ref50,149,0.200,5000.0,30.0,30.0,55.496050,99.950000,4.701633
ref50,150,0.200,5000.0,30.0,40.0,25.872731,99.950000,4.776068
ref50,151,0.200,5000.0,30.0,inf,64.660724,99.950000,4.748956
ref50,152,0.200,5000.0,40.0,20.0,80.367013,99.950000,4.592743
ref50,153,0.200,5000.0,40.0,30.0,14.790308,99.950000,4.612534
ref50,154,0.200,5000.0,40.0,40.0,53.079860,99.950000,4.779357
ref50,155,0.200,5000.0,40.0,inf,91.680875,99.950000,4.804068
ref50,156,0.200,5000.0,inf,20.0,75.000000,99.950000,4.373721
ref50,157,0.200,5000.0,inf,30.0,91.221084,99.950000,4.842175
ref50,158,0.200,5000.0,inf,40.0,75.924307,99.950000,4.824229
ref50,159,0.200,5000.0,inf,inf,62.682358,99.950000,4.775350
ref50,160,0.300,100.0,20.0,20.0,11.763844,28.631046,7.548546
ref50,161,0.300,100.0,20.0,30.0,2.870893,15.277182,7.385041
ref50,162,0.300,100.0,20.0,40.0,5.843254,21.978739,7.581915
ref50,163,0.300,100.0,20.0,inf,14.193309,31.849053,7.570817
ref50,164,0.300,100.0,30.0,20.0,3.717552,21.619467,7.620948
ref50,165,0.300,100.0,30.0,30.0,2.764091,14.975564,7.511899
ref50,166,0.300,100.0,30.0,40.0,6.272065,25.133258,7.443583
ref50,167,0.300,100.0,30.0,inf,0.068747,18.409701,7.458770
ref50,168,0.300,100.0,40.0,20.0,0.873990,15.186316,7.643482
ref50,169,0.300,100.0,40.0,30.0,3.419813,15.022921,7.452971
ref50,170,0.300,100.0,40.0,40.0,1.863927,15.165496,7.490934
ref50,171,0.300,100.0,40.0,inf,0.273670,18.371252,7.486467
ref50,172,0.300,100.0,inf,20.0,8.474223,25.185210,7.673395
ref50,173,0.300,100.0,inf,30.0,0.618592,18.374379,7.506245
ref50,174,0.300,100.0,inf,40.0,1.024135,15.296489,7.489886
ref50,175,0.300,100.0,inf,inf,0.102853,18.273597,7.502385
ref50,176,0.300,500.0,20.0,20.0,33.559411,39.822402,0.747009
ref50,177,0.300,500.0,20.0,30.0,19.224758,17.929864,1.104898
ref50,178,0.300,500.0,20.0,40.0,19.491268,17.985782,1.096787
ref50,179,0.300,500.0,20.0,inf,0.416364,2.246690,0.962334
ref50,180,0.300,500.0,30.0,20.0,6.605044,9.218752,0.851490
ref50,181,0.300,500.0,30.0,30.0,16.654907,14.751109,0.980401
ref50,182,0.300,500.0,30.0,40.0,7.310499,4.629106,1.002463
ref50,183,0.300,500.0,30.0,inf,12.693757,11.217456,0.987260
ref50,184,0.300,500.0,40.0,20.0,10.909955,10.907483,0.935687
ref50,185,0.300,500.0,40.0,30.0,5.649518,4.322363,0.961965
ref50,186,0.300,500.0,40.0,40.0,0.350066,2.394990,0.941901
ref50,187,0.300,500.0,40.0,inf,3.836348,1.188339,0.972019
ref50,188,0.300,500.0,inf,20.0,39.979516,46.191981,0.944015
ref50,189,0.300,500.0,inf,30.0,3.665953,1.154543,0.954027
ref50,190,0.300,500.0,inf,40.0,2.286474,0.898903,0.960913
ref50,191,0.300,500.0,inf,inf,1.907115,0.827875,0.956325
ref50,192,0.300,1000.0,20.0,20.0,210.327901,99.966667,11.041436
ref50,193,0.300,1000.0,20.0,30.0,19.366769,99.966667,10.976904
ref50,194,0.300,1000.0,20.0,40.0,74.183238,99.966667,11.064724
ref50,195,0.300,1000.0,20.0,inf,11.761444,99.966667,11.056440
ref50,196,0.300,1000.0,30.0,20.0,36.347226,99.966667,11.118918
ref50,197,0.300,1000.0,30.0,30.0,11.138465,99.966667,11.098918
ref50,198,0.300,1000.0,30.0,40.0,17.947813,99.966667,11.161753
ref50,199,0.300,1000.0,30.0,inf,76.162383,99.966667,11.098653
ref50,200,0.300,1000.0,40.0,20.0,56.992472,99.966667,11.242819
ref50,201,0.300,1000.0,40.0,30.0,43.765543,99.966667,11.037267
ref50,202,0.300,1000.0,40.0,40.0,3.141049,99.966667,11.081390
ref50,203,0.300,1000.0,40.0,inf,8.219927,99.966667,11.080228
ref50,204,0.300,1000.0,inf,20.0,4.659706,99.966667,11.010455
ref50,205,0.300,1000.0,inf,30.0,11.352144,99.966667,11.078341
ref50,206,0.300,1000.0,inf,40.0,11.177674,99.966667,11.081040
ref50,207,0.300,1000.0,inf,inf,8.936783,98.094474,12.094926
ref50,208,0.300,2000.0,20.0,20.0,35.163225,78.206362,0.960392
ref50,209,0.300,2000.0,20.0,30.0,216.666667,169.870772,1.069558
ref50,210,0.300,2000.0,20.0,40.0,6.768365,44.816242,1.003899
ref50,211,0.300,2000.0,20.0,inf,1.358034,28.784586,1.153785
ref50,212,0.300,2000.0,30.0,20.0,59.734043,105.969489,0.868126
ref50,213,0.300,2000.0,30.0,30.0,91.407007,105.662223,1.001034
ref50,214,0.300,2000.0,30.0,40.0,90.354984,91.966255,1.071533
ref50,215,0.300,2000.0,30.0,inf,30.910659,54.826614,1.040650
ref50,216,0.300,2000.0,40.0,20.0,83.333333,99.966667,1.092014
ref50,217,0.300,2000.0,40.0,30.0,4.784797,21.475222,1.065748
ref50,218,0.300,2000.0,40.0,40.0,49.789609,78.782634,0.998493
ref50,219,0.300,2000.0,40.0,inf,41.827948,68.687156,1.016498
ref50,220,0.300,2000.0,inf,20.0,83.333333,99.966667,1.136517
ref50,221,0.300,2000.0,inf,30.0,1.226118,44.385004,0.986563
ref50,222,0.300,2000.0,inf,40.0,54.874839,75.225034,1.032365
ref50,223,0.300,2000.0,inf,inf,32.776964,68.130583,0.998042
ref50,224,0.300,5000.0,20.0,20.0,70.064223,99.966667,4.557694
ref50,225,0.300,5000.0,20.0,30.0,83.333333,99.966667,4.556270
ref50,226,0.300,5000.0,20.0,40.0,15.994329,99.966667,4.661423
ref50,227,0.300,5000.0,20.0,inf,25.236037,99.966667,4.587438
ref50,228,0.300,5000.0,30.0,20.0,38.767462,99.966667,4.823993
ref50,229,0.300,5000.0,30.0,30.0,29.668899,99.966667,4.840004
ref50,230,0.300,5000.0,30.0,40.0,108.849796,99.966667,4.994449
ref50,231,0.300,5000.0,30.0,inf,12.205379,99.966667,4.838681
ref50,232,0.300,5000.0,40.0,20.0,105.188162,99.966667,4.936789
ref50,233,0.300,5000.0,40.0,30.0,41.896756,99.966667,4.820639
ref50,234,0.300,5000.0,40.0,40.0,12.228874,99.966667,4.814547
ref50,235,0.300,5000.0,40.0,inf,34.167671,99.966667,4.822747
ref50,236,0.300,5000.0,inf,20.0,82.349868,99.966667,4.552776
ref50,237,0.300,5000.0,inf,30.0,19.912811,99.966667,4.675838
ref50,238,0.300,5000.0,inf,40.0,24.034359,99.966667,4.795846
ref50,239,0.300,5000.0,inf,inf,22.340681,99.966667,4.799172
ref50,240,0.400,100.0,20.0,20.0,11.681602,1.404649,7.650458
ref50,241,0.400,100.0,20.0,30.0,0.778360,11.773167,7.504390
ref50,242,0.400,100.0,20.0,40.0,1.950449,11.528783,7.562983
ref50,243,0.400,100.0,20.0,inf,4.962321,19.201598,7.454557
ref50,244,0.400,100.0,30.0,20.0,3.431525,19.052418,7.412782
ref50,245,0.400,100.0,30.0,30.0,2.070665,16.523369,7.497321
ref50,246,0.400,100.0,30.0,40.0,3.219875,16.671410,7.511557
ref50,247,0.400,100.0,30.0,inf,2.726969,11.661923,7.409444
ref50,248,0.400,100.0,40.0,20.0,1.098539,13.997707,7.442219
ref50,249,0.400,100.0,40.0,30.0,2.238233,11.682668,7.436557
ref50,250,0.400,100.0,40.0,40.0,0.283556,14.098317,7.497983
ref50,251,0.400,100.0,40.0,inf,0.383378,14.137638,7.485767
ref50,252,0.400,100.0,inf,20.0,6.278696,21.742090,7.361972
ref50,253,0.400,100.0,inf,30.0,1.569936,14.282043,7.504819
ref50,254,0.400,100.0,inf,40.0,0.113210,14.000215,7.516900
ref50,255,0.400,100.0,inf,inf,0.211791,16.150026,7.508870
ref50,256,0.400,500.0,20.0,20.0,34.612587,37.071889,0.763484
ref50,257,0.400,500.0,20.0,30.0,29.721100,31.706941,0.953960
ref50,258,0.400,500.0,20.0,40.0,0.979972,1.161290,0.967027
ref50,259,0.400,500.0,20.0,inf,11.885724,11.707194,0.949784
ref50,260,0.400,500.0,30.0,20.0,15.683027,16.562414,0.784662
ref50,261,0.400,500.0,30.0,30.0,19.924387,21.602603,0.966913
ref50,262,0.400,500.0,30.0,40.0,4.811164,4.197477,1.057496
ref50,263,0.400,500.0,30.0,inf,3.017577,3.679420,0.936463
ref50,264,0.400,500.0,40.0,20.0,49.541932,51.840662,1.040881
ref50,265,0.400,500.0,40.0,30.0,6.460863,8.624435,0.875723
ref50,266,0.400,500.0,40.0,40.0,3.819894,3.832490,0.932969
ref50,267,0.400,500.0,40.0,inf,0.975283,1.284913,0.953488
ref50,268,0.400,500.0,inf,20.0,16.130757,16.653371,0.812324
ref50,269,0.400,500.0,inf,30.0,2.104862,3.408341,1.010755
ref50,270,0.400,500.0,inf,40.0,1.609621,1.288488,0.958403
ref50,271,0.400,500.0,inf,inf,0.541566,1.093095,0.956474
ref50,272,0.400,1000.0,20.0,20.0,5.121823,99.975000,11.024894
ref50,273,0.400,1000.0,20.0,30.0,53.625369,63.644011,12.412785
ref50,274,0.400,1000.0,20.0,40.0,51.541549,99.975000,11.033429
ref50,275,0.400,1000.0,20.0,inf,101.297769,99.975000,11.114969
ref50,276,0.400,1000.0,30.0,20.0,60.275401,99.975000,11.193206
ref50,277,0.400,1000.0,30.0,30.0,7.046035,99.975000,11.111165
ref50,278,0.400,1000.0,30.0,40.0,14.435762,99.975000,11.098283
ref50,279,0.400,1000.0,30.0,inf,3.072030,99.975000,11.078188
ref50,280,0.400,1000.0,40.0,20.0,78.473454,99.975000,10.957948
ref50,281,0.400,1000.0,40.0,30.0,14.640323,99.975000,10.999678
ref50,282,0.400,1000.0,40.0,40.0,0.567187,99.975000,11.065506
ref50,283,0.400,1000.0,40.0,inf,11.161052,99.975000,11.069962
ref50,284,0.400,1000.0,inf,20.0,27.491428,40.421649,12.444020
ref50,285,0.400,1000.0,inf,30.0,22.872164,99.975000,11.071916
ref50,286,0.400,1000.0,inf,40.0,11.306543,99.975000,11.069571
ref50,287,0.400,1000.0,inf,inf,4.905251,55.751669,12.080112
ref50,288,0.400,2000.0,20.0,20.0,87.500000,99.975000,1.088745
ref50,289,0.400,2000.0,20.0,30.0,28.984770,57.014075,0.892932
ref50,290,0.400,2000.0,20.0,40.0,48.137977,72.498953,0.794123
ref50,291,0.400,2000.0,20.0,inf,12.463475,23.575925,0.960465
ref50,292,0.400,2000.0,30.0,20.0,5.696820,41.366299,0.863794
ref50,293,0.400,2000.0,30.0,30.0,80.781277,82.724120,0.841167
ref50,294,0.400,2000.0,30.0,40.0,33.638392,33.766801,1.091757
ref50,295,0.400,2000.0,30.0,inf,48.792647,56.838449,1.003973
ref50,296,0.400,2000.0,40.0,20.0,11.745118,3.582875,1.055670
ref50,297,0.400,2000.0,40.0,30.0,76.072383,67.044181,1.051773
ref50,298,0.400,2000.0,40.0,40.0,10.599050,31.477572,1.008042
ref50,299,0.400,2000.0,40.0,inf,21.225172,46.315494,0.962810
ref50,300,0.400,2000.0,inf,20.0,87.500000,82.915577,1.007906
ref50,301,0.400,2000.0,inf,30.0,53.539175,49.435579,1.075098
ref50,302,0.400,2000.0,inf,40.0,17.487205,46.527365,0.938231
ref50,303,0.400,2000.0,inf,inf,22.937700,43.885808,0.987191
ref50,304,0.400,5000.0,20.0,20.0,46.671521,99.975000,4.802553
ref50,305,0.400,5000.0,20.0,30.0,17.952390,99.975000,4.778082
ref50,306,0.400,5000.0,20.0,40.0,38.908559,99.975000,4.772353
ref50,307,0.400,5000.0,20.0,inf,63.227293,99.975000,4.752416
ref50,308,0.400,5000.0,30.0,20.0,87.500000,99.975000,4.901817
ref50,309,0.400,5000.0,30.0,30.0,14.609265,99.975000,4.792128
ref50,310,0.400,5000.0,30.0,40.0,39.424057,99.975000,4.752864
ref50,311,0.400,5000.0,30.0,inf,6.746990,99.975000,4.808390
ref50,312,0.400,5000.0,40.0,20.0,57.219277,99.975000,5.090430
ref50,313,0.400,5000.0,40.0,30.0,30.807491,99.975000,4.866207
ref50,314,0.400,5000.0,40.0,40.0,29.081749,99.975000,4.763485
ref50,315,0.400,5000.0,40.0,inf,6.875845,99.975000,4.791072
ref50,316,0.400,5000.0,inf,20.0,86.061763,99.975000,4.822355
ref50,317,0.400,5000.0,inf,30.0,19.480326,99.975000,4.754765
ref50,318,0.400,5000.0,inf,40.0,8.730884,99.975000,4.839036
ref50,319,0.400,5000.0,inf,inf,1.251858,99.975000,4.819468
ref50,320,0.500,100.0,20.0,20.0,5.429335,17.444936,7.530542
ref50,321,0.500,100.0,20.0,30.0,5.298122,17.554275,7.453190
ref50,322,0.500,100.0,20.0,40.0,5.310540,17.563374,7.448903
ref50,323,0.500,100.0,20.0,inf,1.289145,9.577763,7.505707
ref50,324,0.500,100.0,30.0,20.0,5.893436,5.369321,7.553431
ref50,325,0.500,100.0,30.0,30.0,3.431825,15.469200,7.500440
ref50,326,0.500,100.0,30.0,40.0,0.717606,11.539764,7.548840
ref50,327,0.500,100.0,30.0,inf,1.765757,13.470124,7.514952
ref50,328,0.500,100.0,40.0,20.0,2.508224,9.591965,7.383849
ref50,329,0.500,100.0,40.0,30.0,1.540929,9.553897,7.496649
ref50,330,0.500,100.0,40.0,40.0,1.103372,9.601826,7.508439
ref50,331,0.500,100.0,40.0,inf,0.090777,11.476255,7.525650
ref50,332,0.500,100.0,inf,20.0,10.958909,21.600924,7.731804
ref50,333,0.500,100.0,inf,30.0,1.473559,9.565540,7.495842
ref50,334,0.500,100.0,inf,40.0,0.487701,11.435548,7.496380
ref50,335,0.500,100.0,inf,inf,0.287714,13.164157,7.509119
ref50,336,0.500,500.0,20.0,20.0,7.236908,7.002826,1.106302
ref50,337,0.500,500.0,20.0,30.0,4.526783,5.133677,1.117851
ref50,338,0.500,500.0,20.0,40.0,40.031962,43.529577,1.065805
ref50,339,0.500,500.0,20.0,inf,18.893033,27.405722,0.748105
ref50,340,0.500,500.0,30.0,20.0,24.180022,27.291055,1.052051
ref50,341,0.500,500.0,30.0,30.0,4.160858,5.264022,1.029807
ref50,342,0.500,500.0,30.0,40.0,9.499756,8.958912,1.021625
ref50,343,0.500,500.0,30.0,inf,0.903158,3.186449,0.939053
ref50,344,0.500,500.0,40.0,20.0,11.805600,15.294183,0.941155
ref50,345,0.500,500.0,40.0,30.0,7.921514,9.321152,1.023240
ref50,346,0.500,500.0,40.0,40.0,0.873714,1.115041,0.968005
ref50,347,0.500,500.0,40.0,inf,4.261171,7.150265,0.948642
ref50,348,0.500,500.0,inf,20.0,18.954772,18.926319,0.869355
ref50,349,0.500,500.0,inf,30.0,4.165153,2.925679,1.007521
ref50,350,0.500,500.0,inf,40.0,1.002845,1.157420,0.936100
ref50,351,0.500,500.0,inf,inf,0.224049,1.258115,0.956737
ref50,352,0.500,1000.0,20.0,20.0,22.186539,99.980000,11.149823
ref50,353,0.500,1000.0,20.0,30.0,49.304386,99.980000,11.063516
ref50,354,0.500,1000.0,20.0,40.0,4.436443,99.980000,11.150647
ref50,355,0.500,1000.0,20.0,inf,90.000000,99.980000,11.118321
ref50,356,0.500,1000.0,30.0,20.0,17.982808,99.980000,11.077404
ref50,357,0.500,1000.0,30.0,30.0,27.147441,99.980000,11.063769
ref50,358,0.500,1000.0,30.0,40.0,5.162180,99.980000,11.128568
ref50,359,0.500,1000.0,30.0,inf,14.334801,99.980000,11.075701
ref50,360,0.500,1000.0,40.0,20.0,25.533522,99.980000,11.188981
ref50,361,0.500,1000.0,40.0,30.0,0.940711,99.980000,11.090615
ref50,362,0.500,1000.0,40.0,40.0,10.402594,99.980000,11.091808
ref50,363,0.500,1000.0,40.0,inf,0.440134,99.980000,11.079128
ref50,364,0.500,1000.0,inf,20.0,90.000000,99.980000,11.061213
ref50,365,0.500,1000.0,inf,30.0,17.954222,99.980000,11.143030
ref50,366,0.500,1000.0,inf,40.0,10.823723,99.980000,11.077539
ref50,367,0.500,1000.0,inf,inf,2.886549,29.495282,12.069962
ref50,368,0.500,2000.0,20.0,20.0,16.313381,45.270433,1.291335
ref50,369,0.500,2000.0,20.0,30.0,17.469147,15.360527,1.082181
ref50,370,0.500,2000.0,20.0,40.0,71.718230,59.251298,0.480423
ref50,371,0.500,2000.0,20.0,inf,90.000000,67.789237,0.987381
ref50,372,0.500,2000.0,30.0,20.0,25.821604,35.618832,0.916064
ref50,373,0.500,2000.0,30.0,30.0,51.263431,23.294431,0.986548
ref50,374,0.500,2000.0,30.0,40.0,30.273894,31.588672,1.005845
ref50,375,0.500,2000.0,30.0,inf,90.000000,66.107844,0.914223
ref50,376,0.500,2000.0,40.0,20.0,10.531513,23.285063,1.229177
ref50,377,0.500,2000.0,40.0,30.0,16.963690,27.381502,0.972552
ref50,378,0.500,2000.0,40.0,40.0,2.790658,17.079976,0.996536
ref50,379,0.500,2000.0,40.0,inf,24.469632,29.399581,0.998562
ref50,380,0.500,2000.0,inf,20.0,79.298779,53.850783,0.999785
ref50,381,0.500,2000.0,inf,30.0,23.121476,31.534600,0.958700
ref50,382,0.500,2000.0,inf,40.0,0.836175,17.476676,0.961080
ref50,383,0.500,2000.0,inf,inf,18.988964,27.580015,0.977615
ref50,384,0.500,5000.0,20.0,20.0,82.293768,99.980000,4.350071
ref50,385,0.500,5000.0,20.0,30.0,53.169038,99.980000,4.298991
ref50,386,0.500,5000.0,20.0,40.0,90.000000,99.980000,4.854623
ref50,387,0.500,5000.0,20.0,inf,25.604113,99.980000,5.054585
ref50,388,0.500,5000.0,30.0,20.0,81.996268,99.980000,5.000929
ref50,389,0.500,5000.0,30.0,30.0,20.669549,99.980000,4.939932
ref50,390,0.500,5000.0,30.0,40.0,15.210575,99.980000,4.824127
ref50,391,0.500,5000.0,30.0,inf,20.162111,99.980000,4.800912
ref50,392,0.500,5000.0,40.0,20.0,89.942932,99.980000,4.625090
ref50,393,0.500,5000.0,40.0,30.0,13.012888,99.980000,4.879721
ref50,394,0.500,5000.0,40.0,40.0,12.017528,99.980000,4.863646
ref50,395,0.500,5000.0,40.0,inf,11.252383,99.980000,4.843236
ref50,396,0.500,5000.0,inf,20.0,46.146324,99.980000,5.081483
ref50,397,0.500,5000.0,inf,30.0,13.175637,99.980000,4.794130
ref50,398,0.500,5000.0,inf,40.0,14.553917,99.980000,4.825774
ref50,399,0.500,5000.0,inf,inf,12.459370,99.980000,4.836240
ref50,400,0.600,100.0,20.0,20.0,3.161300,13.266833,7.424048
ref50,401,0.600,100.0,20.0,30.0,6.410870,4.673625,7.395679
ref50,402,0.600,100.0,20.0,40.0,3.855303,13.274946,7.492327
ref50,403,0.600,100.0,20.0,inf,3.451669,13.134267,7.547407
ref50,404,0.600,100.0,30.0,20.0,5.646882,6.407277,7.271431
ref50,405,0.600,100.0,30.0,30.0,0.408899,9.881148,7.491703
ref50,406,0.600,100.0,30.0,40.0,0.353334,9.734595,7.512445
ref50,407,0.600,100.0,30.0,inf,0.985334,9.870336,7.562285
ref50,408,0.600,100.0,40.0,20.0,0.744245,11.488277,7.406886
ref50,409,0.600,100.0,40.0,30.0,0.253577,9.726303,7.529039
ref50,410,0.600,100.0,40.0,40.0,0.315517,9.771186,7.490872
ref50,411,0.600,100.0,40.0,inf,0.204542,9.782080,7.495175
ref50,412,0.600,100.0,inf,20.0,2.207397,13.181203,7.383042
ref50,413,0.600,100.0,inf,30.0,0.799521,9.661575,7.515507
ref50,414,0.600,100.0,inf,40.0,0.465031,9.741945,7.495307
ref50,415,0.600,100.0,inf,inf,0.345252,11.172301,7.509395
ref50,416,0.600,500.0,20.0,20.0,2.381240,7.981329,0.817683
ref50,417,0.600,500.0,20.0,30.0,9.885956,12.953106,1.014141
ref50,418,0.600,500.0,20.0,40.0,12.671716,10.409573,0.840871
ref50,419,0.600,500.0,20.0,inf,19.837396,18.977923,0.961069
ref50,420,0.600,500.0,30.0,20.0,16.899325,22.974946,0.926096
ref50,421,0.600,500.0,30.0,30.0,8.029430,5.632029,0.978788
ref50,422,0.600,500.0,30.0,40.0,5.560059,3.895009,1.028771
ref50,423,0.600,500.0,30.0,inf,3.748508,6.344519,0.976221
ref50,424,0.600,500.0,40.0,20.0,4.632433,6.254490,1.063398
ref50,425,0.600,500.0,40.0,30.0,12.146427,16.469240,0.926821
ref50,426,0.600,500.0,40.0,40.0,0.280162,2.944934,0.961698
ref50,427,0.600,500.0,40.0,inf,1.677338,1.180486,0.962680
ref50,428,0.600,500.0,inf,20.0,34.317796,38.013807,1.101458
ref50,429,0.600,500.0,inf,30.0,6.929339,11.356283,0.907153
ref50,430,0.600,500.0,inf,40.0,1.560441,1.200280,0.963305
