fault_bus,alpha_true,Rx_true,snr_v_db,snr_i_db,alpha_hat_emanuel,Rx_hat_emanuel,loc_err_pct_emanuel,Rx_err_pct_emanuel,alpha_hat_kizilcay,Rx_hat_kizilcay,loc_err_pct_kizilcay,Rx_err_pct_kizilcay,delta_loc_err_pct,delta_Rx_err_pct
bus_13,0.5,500.0,20.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.0019651049098,99.98,0.20039302098196005,0.0,-30.825318350928228
bus_13,0.5,500.0,20.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.9547293750533,99.98,0.1909458750106637,0.0,-30.834765496899525
bus_13,0.5,500.0,20.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.04588804422946,99.98,0.20917760884589143,0.0,-30.816533763064296
bus_13,0.5,500.0,30.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.03218513735294,99.98,0.20643702747058795,0.0,-30.8192743444396
bus_13,0.5,500.0,30.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.050911908239,99.98,0.21018238164780315,0.0,-30.815528990262383
bus_13,0.5,500.0,30.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.14996732810727,99.98,0.2299934656214532,0.0,-30.795717906288733
bus_13,0.5,500.0,40.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.914471538476,99.98,0.18289430769519868,0.0,-30.842817064214987
bus_13,0.5,500.0,40.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.0822449990062,99.98,0.21644899980124138,0.0,-30.809262372108947
bus_13,0.5,500.0,40.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.1212937675108,99.98,0.22425875350215846,0.0,-30.801452618408028
bus_13,0.5,500.0,inf,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.27470827500576,99.98,0.25494165500115284,0.0,-30.770769716909033
bus_13,0.5,500.0,inf,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.0174848868054,99.98,0.20349697736107827,0.0,-30.82221439454911
bus_13,0.5,500.0,inf,inf,0.9999,658.894800055674,99.98,31.77896001113479,0.9999,501.10279997192015,99.98,0.2205599943840298,0.0,-31.55840001675076
bus_13,0.5,1000.0,20.0,30.0,0.9999,1151.395399326447,99.98,15.139539932644697,0.9999,914.3310953979675,99.98,8.56689046020325,0.0,-6.572649472441446
